time,sex,edu,age,s1_prop,s2_prop,m11,m12,m14,m22,m21,m24
1996,b,primary,76,NA,NA,0.770152747631073,0.15719107538461685,0.07265616208314896,0.5719656927651577,0.23381001257084666,0.19422429466399554
1996,b,primary,78,NA,NA,0.7382357120513916,0.1767139509320259,0.0850503146648407,0.5689662639743654,0.21465362776127872,0.21638010826435583
1996,b,primary,80,NA,NA,0.6999078392982483,0.20031526684761047,0.09977687150239944,0.5652883197436489,0.19418296629210852,0.24052871396424264
1996,b,primary,82,NA,NA,0.6553057432174683,0.2276233732700348,0.11707091331481934,0.5601776245327301,0.17275186627363717,0.2670705091936328
1996,b,primary,84,NA,NA,0.6050660610198975,0.2578089088201523,0.13712501525878906,0.5527630507216011,0.1508479254953533,0.29638902378304555
1996,b,primary,86,NA,NA,0.5504151582717896,0.2894849479198456,0.16009987890720367,0.5421416067076716,0.12903908355540517,0.32881930973692325
1996,b,primary,88,NA,NA,0.4931240379810333,0.3207072913646698,0.18616868555545807,0.5274831992614876,0.10790761464476321,0.36460918609374926
1996,b,primary,90,NA,NA,0.4353048503398895,0.34909865260124207,0.21559648215770721,0.508146890704665,0.08799569818553368,0.40385741110980133
1996,b,primary,92,NA,NA,0.37908756732940674,0.3720734715461731,0.24883896112442017,0.48380220147020125,0.06976695798202176,0.44643084054777704
1996,b,primary,94,NA,NA,0.32627618312835693,0.3870995491743088,0.2866242825984955,0.4545384948293832,0.05358311318692514,0.4918783919836917
1996,b,primary,96,NA,NA,0.27809807658195496,0.3919294774532318,0.32997244596481323,0.42092956867682463,0.03969036460419405,0.5393800667189813
1996,b,primary,98,NA,NA,0.23511217534542084,0.38479042798280716,0.3800973892211914,0.3840181103514958,0.028209633437357027,0.5877722562111471
1996,b,primary,100,NA,NA,0.19727560877799988,0.3645910546183586,0.4381333291530609,0.3451943574721884,0.019128275491612216,0.6356773670361994
1996,b,primary,102,NA,NA,0.1641230583190918,0.33124590665102005,0.50463104248046875,0.30598129350089265,0.012298427772302958,0.6817202787268044
1996,b,primary,104,NA,NA,0.13500170409679413,0.2861584350466728,0.5788398385047913,0.2677793463821728,0.007450898210598188,0.724769755407229
1996,b,primary,106,NA,NA,0.10930994153022766,0.23269621282815933,0.6579938530921936,0.23164794726076254,0.00422949803574974,0.7641225547034877
1996,b,primary,108,NA,NA,0.08668039739131927,0.1761975698173046,0.7371220588684082,0.19819621066982285,0.0022410566702324754,0.7995627326599447
1996,b,primary,110,NA,NA,0.0670337826013565,0.1230000089854002,0.8099662065505981,0.16762001684104633,0.0011087098636691644,0.8312712732952845
1996,b,secondary,50,0.9041640189692837,0.09583598103071636,0.9320319294929504,0.0605273749679327,0.007440696936100721,0.5409157952645582,0.43153491762285934,0.02754928711258246
1996,b,secondary,52,NA,NA,0.9285018444061279,0.062495334073901176,0.00900284107774496,0.5512972205661185,0.41506906848586195,0.03363371094801948
1996,b,secondary,54,NA,NA,0.9251396656036377,0.06411761045455933,0.010742749087512493,0.5560177599719138,0.4037754874935397,0.0402067525345464
1996,b,secondary,56,NA,NA,0.9218026399612427,0.06552636250853539,0.012671004049479961,0.5578748665036048,0.3945889307835542,0.04753620271284103
1996,b,secondary,58,NA,NA,0.9183251857757568,0.0668686181306839,0.01480622123926878,0.5578863653250432,0.38637088992871715,0.055742744746239636
1996,b,secondary,60,NA,NA,0.9145184755325317,0.06830316036939621,0.017178351059556007,0.5566656324826081,0.37841653986234247,0.06491782765504935
1996,b,secondary,62,NA,NA,0.9101666808128357,0.07000099681317806,0.019832348451018333,0.5546674879905529,0.37018796382940417,0.07514454818004304
1996,b,secondary,64,NA,NA,0.9050179719924927,0.07214953191578388,0.022832492366433144,0.5522467472372677,0.361251784929864,0.08650146783286831
1996,b,secondary,66,NA,NA,0.8987715244293213,0.07496068626642227,0.02626781165599823,0.5496834717220279,0.35125258465443293,0.09906394362353912
1996,b,secondary,68,NA,NA,0.891057014465332,0.07868428900837898,0.030258702114224434,0.5471988145053905,0.33989654613762565,0.11290463935698382
1996,b,secondary,70,NA,NA,0.8814072012901306,0.08362729847431183,0.034965477883815765,0.5449645721483363,0.32693951648059694,0.12809591137106674
1996,b,secondary,72,NA,NA,0.8692203164100647,0.09018065966665745,0.04059900343418121,0.5431081822985449,0.31217843415015173,0.14471338355130342
1996,b,secondary,74,NA,NA,0.8537108302116394,0.09885624051094055,0.04743291810154915,0.5417126427810809,0.2954492172296004,0.16283813998931873
1996,b,secondary,76,NA,NA,0.8338660597801208,0.11032046377658844,0.0558135025203228,0.540801532687418,0.2766396195847696,0.18255884772781233
1996,b,secondary,78,NA,NA,0.808811604976654,0.12507708743214607,0.06611129641532898,0.5400841920342228,0.2558382780620397,0.20407752990373768
1996,b,secondary,80,NA,NA,0.7780214548110962,0.14328698813915253,0.07869153469800949,0.5389465771931619,0.233281147564238,0.22777227524260016
1996,b,secondary,82,NA,NA,0.7411420345306396,0.1649172678589821,0.09394071996212006,0.5366262214533188,0.20929398179471315,0.25407979675196796
1996,b,secondary,84,NA,NA,0.6981350183486938,0.1896113008260727,0.11225370317697525,0.5322031083232939,0.18438238196858683,0.2834145097081193
1996,b,secondary,86,NA,NA,0.6494289636611938,0.21654792875051498,0.13402311503887177,0.5246845274098215,0.15917748819330782,0.3161379843968707
1996,b,secondary,88,NA,NA,0.5960100293159485,0.24434635788202286,0.15964359045028687,0.5131143530125738,0.13436438696887026,0.352521260018556
1996,b,secondary,90,NA,NA,0.5393953323364258,0.2710638493299484,0.1895408183336258,0.4966998617855117,0.11061877958985727,0.3926813586246311
1996,b,secondary,92,NA,NA,0.4814595878124237,0.29431432485580444,0.22422607243061066,0.4749514296225668,0.08855569489950758,0.43649287547792565
1996,b,secondary,94,NA,NA,0.4241451919078827,0.3114985525608063,0.26435625553131104,0.4478181616359371,0.06869012392730187,0.48349171443676103
1996,b,secondary,96,NA,NA,0.3691428005695343,0.32009975612163544,0.31075742840766907,0.4157808362242984,0.05140691348954825,0.5328122502861533
1996,b,secondary,98,NA,NA,0.3176491856575012,0.3180040270090103,0.36434680223464966,0.3798579159540607,0.036936661573342695,0.5832054224725965
1996,b,secondary,100,NA,NA,0.2702766954898834,0.30384164303541183,0.42588165402412415,0.3414921608204413,0.025337356747992403,0.6331704824315663
1996,b,secondary,102,NA,NA,0.22713175415992737,0.2773842439055443,0.49548399448394775,0.302327159643224,0.01648836131957588,0.6811844790372001
1996,b,secondary,104,NA,NA,0.1880255937576294,0.23999075591564178,0.5719836354255676,0.2639324531921464,0.010106417772460066,0.7259611290353936
1996,b,secondary,106,NA,NA,0.15274198353290558,0.19492699578404427,0.6523309946060181,0.227560356149195,0.005788186296261021,0.766651457554544
1996,b,secondary,108,NA,NA,0.12125309556722641,0.14717209711670876,0.7315748333930969,0.1940014438827552,0.0030717367068228718,0.8029268194104219
1996,b,secondary,110,NA,NA,0.09376872330904007,0.10237464681267738,0.803856611251831,0.16357124684685376,0.0015004384979125588,0.8349283146552336
1996,b,terciary,50,0.9531334505632097,0.04686654943679028,0.9520946741104126,0.04236111789941788,0.005544188432395458,0.5328537369508577,0.44299348514268483,0.024152777906457413
1996,b,terciary,52,NA,NA,0.949488639831543,0.04379612859338522,0.0067152404226362705,0.5336219618318604,0.43793694269140826,0.028441095476731314
1996,b,terciary,54,NA,NA,0.9469905495643616,0.044988419860601425,0.008021005429327488,0.5402748682144013,0.4254899874262315,0.03423514435936729
1996,b,terciary,56,NA,NA,0.9444985389709473,0.046031502075493336,0.009469986893236637,0.5439037093368171,0.4154176339979971,0.04067865666518582
1996,b,terciary,58,NA,NA,0.9418925642967224,0.04703035484999418,0.011077050119638443,0.5451145369213852,0.4070236824625428,0.04786178061607199
1996,b,terciary,60,NA,NA,0.939034640789032,0.04809928219765425,0.012866060249507427,0.5448074745530416,0.3992792734932413,0.05591325195371716
1996,b,terciary,62,NA,NA,0.9357646703720093,0.0493624284863472,0.01487287413328886,0.543617373885395,0.39144132241090684,0.06494130370369819
1996,b,terciary,64,NA,NA,0.9318938851356506,0.050957152619957924,0.017148952931165695,0.541994056167922,0.3829682052881397,0.07503773854393832
1996,b,terciary,66,NA,NA,0.9271933436393738,0.05304059572517872,0.019766051322221756,0.5402728572243993,0.37344412300869284,0.08628301976690783
1996,b,terciary,68,NA,NA,0.9213773012161255,0.05580052733421326,0.022822190076112747,0.5387139935566745,0.3625366646364064,0.0987493418069192
1996,b,terciary,70,NA,NA,0.9140788912773132,0.05947137624025345,0.026449749246239662,0.5375229652919671,0.3499719290499701,0.11250510565806288
1996,b,terciary,72,NA,NA,0.9048163890838623,0.06435737013816833,0.03082626685500145,0.5368605958284072,0.33551841818010064,0.12762098599149216
1996,b,terciary,74,NA,NA,0.8929457068443298,0.07086591981351376,0.03618837520480156,0.536844992461352,0.31897949312779483,0.14417551441085316
1996,b,terciary,76,NA,NA,0.8776096701622009,0.0795434508472681,0.04284689947962761,0.5375357720437592,0.3002024232349796,0.16226180472126117
1996,b,terciary,78,NA,NA,0.8579921722412109,0.0908530056476593,0.05115482583642006,0.5386634439004209,0.27923378925998044,0.18210276683959867
1996,b,terciary,80,NA,NA,0.8334665894508362,0.10504407435655594,0.06148931384086609,0.539609884904173,0.2562635259773329,0.204126589118494
1996,b,terciary,82,NA,NA,0.8034531474113464,0.1222640872001648,0.07428275793790817,0.5395831944700437,0.23157437455297245,0.22884243097698384
1996,b,terciary,84,NA,NA,0.7675303816795349,0.14245107024908066,0.09001851826906204,0.5376044336595501,0.20565136063390238,0.25674420570654755
1996,b,terciary,86,NA,NA,0.725583016872406,0.16519499570131302,0.10922200977802277,0.5325909055941052,0.17912894035722307,0.28828015404867186
1996,b,terciary,88,NA,NA,0.6779412627220154,0.18960480391979218,0.13245396316051483,0.523464946764157,0.1527185504931828,0.3238165027426602
1996,b,terciary,90,NA,NA,0.6254615783691406,0.21422453224658966,0.1603139042854309,0.5092834058249827,0.12714388021797843,0.36357271395703894
1996,b,terciary,92,NA,NA,0.5694943070411682,0.23704590648412704,0.19345976412296295,0.48938560175345486,0.10308624603284722,0.4075281522136979
1996,b,terciary,94,NA,NA,0.5117147564888,0.255648709833622,0.23263655602931976,0.46354424613263173,0.0811398068504708,0.4553159470168974
1996,b,terciary,96,NA,NA,0.4538509249687195,0.26746297627687454,0.27868610620498657,0.4320806920858663,0.061774167226361545,0.5061451406877722
1996,b,terciary,98,NA,NA,0.397396057844162,0.27012377232313156,0.33248019218444824,0.3958986757721734,0.04530201008949332,0.5587993141383333
1996,b,terciary,100,NA,NA,0.34341010451316833,0.2618887349963188,0.39470115303993225,0.3564000059868284,0.031852879700856186,0.6117471143123154
1996,b,terciary,102,NA,NA,0.2924865782260895,0.24210665374994278,0.46540677547454834,0.3152873835329756,0.021360974294750333,0.663351642172274
1996,b,terciary,104,NA,NA,0.24489673972129822,0.21169700846076012,0.5434062480926514,0.2743077938562978,0.013578196683749554,0.7121140094599526
1996,b,terciary,106,NA,NA,0.20084871351718903,0.17346932366490364,0.62568199634552,0.23501218604984475,0.008117480275185168,0.75687033367497
1996,b,terciary,108,NA,NA,0.160725399851799,0.1319391429424286,0.7073354721069336,0.19858600219771116,0.0045177063507389,0.7968962914515499
1996,b,terciary,110,NA,NA,0.12513962388038635,0.0923493430018425,0.7825109958648682,0.16575988156557087,0.002310516528327362,0.8319296019061018
1996,f,all_edu,50,0.9013565671628692,0.09864343283713076,0.9318677186965942,0.062355680391192436,0.005776609759777784,0.5555888616507743,0.42262834670719185,0.021782791642033904
1996,f,all_edu,52,NA,NA,0.92704838514328,0.0657663606107235,0.007185237016528845,0.5710149579165518,0.40283914898153117,0.026145893101917023
1996,f,all_edu,54,NA,NA,0.9227284789085388,0.0685427188873291,0.008728774264454842,0.580494297775775,0.3884731347753887,0.031032567448836305
1996,f,all_edu,56,NA,NA,0.9187844395637512,0.07081928104162216,0.010396307334303856,0.5857629392573214,0.3776097006935176,0.03662736004916096
1996,f,all_edu,58,NA,NA,0.9150418043136597,0.07277216389775276,0.012186048552393913,0.5878400526852373,0.36909355412816086,0.04306639318660191
1996,f,all_edu,60,NA,NA,0.9112821221351624,0.07460786961019039,0.014109989628195763,0.5875446155094362,0.361982866471862,0.05047251801870173
1996,f,all_edu,62,NA,NA,0.9072446823120117,0.07655698247253895,0.016198337078094482,0.5855858778311533,0.35545914137921886,0.05895498078962785
1996,f,all_edu,64,NA,NA,0.9026220440864563,0.07887381128966808,0.01850414276123047,0.5825902774597745,0.3488080943613055,0.06860162817892003
1996,f,all_edu,66,NA,NA,0.89704829454422,0.08184277825057507,0.02110891602933407,0.579123662983389,0.3414060400861054,0.07947029693050559
1996,f,all_edu,68,NA,NA,0.8900766372680664,0.0857932548969984,0.024130109697580338,0.5757125167339645,0.33270698789541164,0.0915804953706239
1996,f,all_edu,70,NA,NA,0.8811444640159607,0.0911235623061657,0.027731947600841522,0.5728591428958605,0.3222323546558581,0.10490850244828144
1996,f,all_edu,72,NA,NA,0.8695226311683655,0.09833632037043571,0.03214104846119881,0.57104926331664,0.30956504652590783,0.11938569015745211
1996,f,all_edu,74,NA,NA,0.8542439341545105,0.10808774456381798,0.03766833245754242,0.5707503764931945,0.2943527009293345,0.13489692257747105
1996,f,all_edu,76,NA,NA,0.8340343236923218,0.12123267725110054,0.04473302513360977,0.572375966682007,0.27633935386935765,0.15128467944863538
1996,f,all_edu,78,NA,NA,0.8078057169914246,0.13842583447694778,0.05376842990517616,0.5757070427472928,0.255702195023351,0.16859076222935615
1996,f,all_edu,80,NA,NA,0.7749593257904053,0.1598898321390152,0.06515084207057953,0.5798698753732786,0.2329263507851097,0.1872037738416117
1996,f,all_edu,82,NA,NA,0.7351669669151306,0.18559186160564423,0.07924119383096695,0.5837845215857355,0.2085522484194256,0.207663229994839
1996,f,all_edu,84,NA,NA,0.6885834336280823,0.21507643163204193,0.09634014219045639,0.5861425657816887,0.18327667667465583,0.2305807575436555
1996,f,all_edu,86,NA,NA,0.636050820350647,0.2473089024424553,0.11664029210805893,0.5854958585027851,0.1578693844695107,0.2566347570277042
1996,f,all_edu,88,NA,NA,0.5791800618171692,0.28061752021312714,0.14020241796970367,0.5803673804903602,0.13307806027375702,0.28655455923588286
1996,f,all_edu,90,NA,NA,0.5202298760414124,0.3127918690443039,0.16697825491428375,0.5693807974614218,0.10956188225591286,0.32105732028266537
1996,f,all_edu,92,NA,NA,0.46177566051483154,0.34133850038051605,0.1968858540058136,0.5514209304204765,0.0878585111476411,0.3607205584318824
1996,f,all_edu,94,NA,NA,0.4062657654285431,0.3638191521167755,0.2299150824546814,0.5258271213265457,0.06837986072430723,0.40579301794914696
1996,f,all_edu,96,NA,NA,0.35562664270401,0.3781545162200928,0.2662188410758972,0.4925852378541435,0.05142268396426027,0.4559920781815962
1996,f,all_edu,98,NA,NA,0.31104373931884766,0.38281263411045074,0.3061436116695404,0.45244895394264906,0.03717441342854534,0.5103766326288056
1996,f,all_edu,100,NA,NA,0.2729511559009552,0.3768792003393173,0.35016965866088867,0.40690397403174394,0.02569983699524429,0.5673961889730118
1996,f,all_edu,102,NA,NA,0.24117253720760345,0.3600775748491287,0.3987498879432678,0.3579400854032073,0.01691369281228778,0.6251462217845049
1996,f,all_edu,104,NA,NA,0.21512465178966522,0.332821786403656,0.45205357670783997,0.30769867964299347,0.01056472041090384,0.6817365999461027
1996,f,all_edu,106,NA,NA,0.19401481747627258,0.2963397577404976,0.509645402431488,0.2581443121371376,0.006258333378139986,0.7355973544847224
1996,f,all_edu,108,NA,NA,0.17700310051441193,0.25281599164009094,0.5701808929443359,0.21089792888612513,0.0035224452938616164,0.7855796258200133
1996,f,all_edu,110,NA,NA,0.16332629323005676,0.2054109238088131,0.6312627792358398,0.16725594297643354,0.0018920831476402478,0.8308519738759262
1996,f,primary,50,0.7641705729920818,0.2358294270079182,0.9000326991081238,0.0918721966445446,0.008095132187008858,0.6007583639747138,0.37435799506411327,0.02488364096117287
1996,f,primary,52,NA,NA,0.8934404850006104,0.09651215746998787,0.010047342628240585,0.6199714977995118,0.35003271298520416,0.029995789215284167
1996,f,primary,54,NA,NA,0.8875745534896851,0.10024311393499374,0.012182350270450115,0.6283336324995641,0.33626293044409794,0.03540343705633799
1996,f,primary,56,NA,NA,0.8822455406188965,0.1032700203359127,0.014484445564448833,0.6319849430696196,0.32641996037116094,0.041595096559219426
1996,f,primary,58,NA,NA,0.877199649810791,0.10585043206810951,0.016949906945228577,0.6327172887090428,0.31852383712373805,0.048758874167219246
1996,f,primary,60,NA,NA,0.872127890586853,0.10827911645174026,0.019592998549342155,0.6312443643832472,0.31173704447131956,0.05701859114543328
1996,f,primary,62,NA,NA,0.8666689395904541,0.11087952554225922,0.02245154045522213,0.6281214810662704,0.3053995568308511,0.06647896210287839
1996,f,primary,64,NA,NA,0.8604042530059814,0.1140032522380352,0.025592487305402756,0.6238749426204752,0.2989040151948622,0.0772210421846626
1996,f,primary,66,NA,NA,0.8528439402580261,0.11803771927952766,0.029118336737155914,0.61901027547871,0.29169877357613516,0.08929095094515486
1996,f,primary,68,NA,NA,0.8434010148048401,0.12342385202646255,0.03317515179514885,0.6140158197022341,0.28329542559830523,0.1026887546994607
1996,f,primary,70,NA,NA,0.8313532471656799,0.1306833140552044,0.03796345368027687,0.6093662260803996,0.27327240409724407,0.1173613698223564
1996,f,primary,72,NA,NA,0.8157911896705627,0.14045607298612595,0.043752722442150116,0.605522854136203,0.26127780081970947,0.13319934504408762
1996,f,primary,74,NA,NA,0.7955533862113953,0.15354744344949722,0.05089917406439781,0.602927588232216,0.24703805187358516,0.15003435989419875
1996,f,primary,76,NA,NA,0.7691884636878967,0.17095328122377396,0.05985825136303902,0.6019650293758758,0.23039032732683937,0.16764464329728476
1996,f,primary,78,NA,NA,0.7356643080711365,0.19328847527503967,0.07104720920324326,0.6023881365422372,0.21158379990310444,0.18602806355465829
1996,f,primary,80,NA,NA,0.694771409034729,0.22048045694828033,0.08474810421466827,0.6032945699954195,0.19115027265006848,0.20555515735451202
1996,f,primary,82,NA,NA,0.6468127965927124,0.2520314231514931,0.10115574300289154,0.6035998291738439,0.16964953196388197,0.2267506388622741
1996,f,primary,84,NA,NA,0.5927918553352356,0.28687094151973724,0.12033718824386597,0.6020467125146622,0.14773737945277984,0.25021590803255794
1996,f,primary,86,NA,NA,0.5344949960708618,0.3232893645763397,0.14221562445163727,0.5972936987214483,0.12609067532893342,0.2766156259496182
1996,f,primary,88,NA,NA,0.47435545921325684,0.35903775691986084,0.16660678386688232,0.5880213047261884,0.10532669950082287,0.30665199577298874
1996,f,primary,90,NA,NA,0.4150945246219635,0.3915935903787613,0.193311870098114,0.5730536110230751,0.08595190722857139,0.34099448174835356
1996,f,primary,92,NA,NA,0.35924962162971497,0.4185081124305725,0.22224228084087372,0.5515035400984984,0.06834424512719922,0.38015221477430244
1996,f,primary,94,NA,NA,0.30876296758651733,0.4377070516347885,0.25352999567985535,0.5229394947263806,0.05276266752840901,0.42429783774521046
1996,f,primary,96,NA,NA,0.2647707462310791,0.44764745235443115,0.28758177161216736,0.48753826146873974,0.03936871926318842,0.47309301926807185
1996,f,primary,98,NA,NA,0.22761811316013336,0.4473264664411545,0.32505542039871216,0.44616150666590815,0.028241311075070073,0.5255971822590217
1996,f,primary,100,NA,NA,0.19703148305416107,0.4362134635448456,0.36675506830215454,0.40028447569172243,0.019372091259206317,0.5803434330490712
1996,f,primary,102,NA,NA,0.17234528064727783,0.41420844942331314,0.41344624757766724,0.3517584433928902,0.012646468341386628,0.6355950882657232
1996,f,primary,104,NA,NA,0.15270569920539856,0.38170619308948517,0.4655880928039551,0.3024824439915256,0.007831934652003911,0.6896856213564705
1996,f,primary,106,NA,NA,0.13721945881843567,0.339787594974041,0.5229929685592651,0.25412995923271586,0.004596074544341862,0.7412739662229423
1996,f,primary,108,NA,NA,0.1250510960817337,0.29047350585460663,0.5844753980636597,0.2080578058741639,0.002557836377980273,0.7893843577478559
1996,f,primary,110,NA,NA,0.1154865026473999,0.23687563464045525,0.6476378440856934,0.1653939918460291,0.0013522881952047678,0.8332537199587662
1996,f,secondary,50,0.898734179686206,0.101265820313794,0.9351502656936646,0.059372590854763985,0.005477158818393946,0.5393161057252782,0.43901351385575177,0.021670380418969935
1996,f,secondary,52,NA,NA,0.9305227994918823,0.06266290321946144,0.006814294494688511,0.5590856839557866,0.41458930022424506,0.026325015819968305
1996,f,secondary,54,NA,NA,0.9263739585876465,0.06534619815647602,0.008279819041490555,0.568602580172125,0.4001314208115794,0.031265999016295704
1996,f,secondary,56,NA,NA,0.9225871562957764,0.06754941120743752,0.009863432496786118,0.5734867387809436,0.3896342254907305,0.036879035728325876
1996,f,secondary,58,NA,NA,0.9189965128898621,0.06943992152810097,0.01156354509294033,0.5753197285969007,0.3813556239051941,0.043324647497905155
1996,f,secondary,60,NA,NA,0.9153934717178345,0.07121477834880352,0.013391734100878239,0.5749271226731272,0.3743499165448506,0.05072296078202215
1996,f,secondary,62,NA,NA,0.911528468132019,0.07309454679489136,0.015376993454992771,0.5729814742381906,0.367838988097845,0.059179537663964485
1996,f,secondary,64,NA,NA,0.907106876373291,0.07532292231917381,0.017570199444890022,0.5700843154953639,0.3611345476454462,0.06878113685918992
1996,f,secondary,66,NA,NA,0.9017776250839233,0.07817283645272255,0.020049553364515305,0.5667858151175938,0.3536264553741491,0.07958772950825709
